CaseID,Activity,Timestamp,Resource
0,0,2006-01-11 14:49:42+00:00,0
0,1,2012-03-15 10:53:52+00:00,0
0,2,2012-03-15 10:56:17+00:00,0
0,1,2012-03-15 11:09:05+00:00,0
0,3,2012-03-15 11:11:33+00:00,0
1,1,2006-11-07 09:00:36+00:00,1
1,1,2006-11-07 12:05:44+00:00,1
1,4,2009-12-02 13:24:32+00:00,1
1,1,2011-09-03 05:09:09+00:00,1
1,1,2012-01-20 09:23:24+00:00,2
1,3,2012-01-20 09:23:27+00:00,2
2,1,2007-03-20 08:06:25+00:00,1
2,4,2009-12-02 13:24:31+00:00,1
2,1,2011-09-03 05:10:53+00:00,1
2,1,2012-01-18 07:52:41+00:00,2
2,3,2012-01-18 07:52:43+00:00,2
3,1,2007-05-10 14:21:54+00:00,1
3,4,2009-12-02 13:24:33+00:00,1
3,1,2011-09-03 05:10:59+00:00,1
3,1,2012-01-18 07:20:53+00:00,2
3,3,2012-01-18 07:21:10+00:00,2
4,1,2007-07-25 12:21:05+00:00,3
4,4,2009-12-02 13:24:32+00:00,3
4,0,2010-08-25 09:13:01+00:00,3
4,1,2011-09-05 07:24:13+00:00,3
4,2,2011-11-14 15:10:25+00:00,3
4,1,2012-01-03 10:30:35+00:00,3
4,3,2012-01-03 10:31:53+00:00,3
5,1,2008-05-07 16:58:51+00:00,1
5,1,2008-10-06 14:44:37+00:00,1
5,4,2009-12-02 13:24:34+00:00,1
5,1,2011-09-01 22:27:50+00:00,1
5,1,2011-09-01 22:27:55+00:00,1
5,1,2012-01-20 06:53:32+00:00,2
5,3,2012-01-20 06:53:35+00:00,2
6,1,2008-06-04 10:02:18+00:00,1
6,4,2009-12-02 13:24:34+00:00,1
6,0,2010-08-25 09:06:45+00:00,1
6,1,2011-09-03 06:02:11+00:00,1
6,2,2011-11-14 15:09:27+00:00,3
6,1,2012-01-05 13:08:18+00:00,1
6,3,2012-01-05 13:09:00+00:00,1
7,1,2008-11-13 08:43:32+00:00,4
7,1,2012-01-30 09:56:24+00:00,4
7,1,2012-01-30 10:12:05+00:00,4
7,0,2012-02-16 13:52:16+00:00,5
7,1,2012-02-16 14:09:17+00:00,4
7,0,2012-02-16 14:09:43+00:00,5
7,1,2012-02-16 14:10:10+00:00,4
7,3,2012-03-19 08:26:32+00:00,4
8,1,2008-11-13 10:01:04+00:00,1
8,4,2009-12-02 13:24:35+00:00,1
8,1,2011-11-14 14:57:27+00:00,1
8,1,2012-01-18 09:17:14+00:00,2
8,3,2012-01-18 09:19:21+00:00,2
9,1,2009-06-25 07:47:52+00:00,6
9,1,2012-03-28 11:10:36+00:00,6
9,3,2012-03-28 11:12:08+00:00,6
10,1,2009-08-11 06:44:51+00:00,7
10,0,2009-08-11 06:55:12+00:00,7
10,2,2009-08-11 10:01:25+00:00,7
10,0,2010-05-18 10:35:53+00:00,7
10,1,2010-06-16 10:00:32+00:00,8
10,4,2011-10-01 20:40:28+00:00,8
10,0,2011-12-07 11:41:00+00:00,8
10,1,2012-02-15 11:01:20+00:00,9
10,3,2012-02-19 20:57:21+00:00,9
11,1,2009-09-07 12:33:24+00:00,10
11,5,2009-09-14 09:37:50+00:00,10
11,3,2012-04-30 10:21:43+00:00,10
12,0,2009-09-16 20:42:12+00:00,11
12,1,2009-09-28 09:26:19+00:00,11
12,4,2009-09-28 09:26:30+00:00,11
12,0,2010-04-08 10:09:22+00:00,11
12,0,2010-04-08 10:11:51+00:00,11
12,1,2010-04-12 08:05:58+00:00,11
12,4,2010-04-12 08:10:24+00:00,11
12,1,2011-10-18 14:09:14+00:00,11
12,4,2012-05-24 08:02:19+00:00,11
12,3,2012-05-24 09:03:31+00:00,11
13,1,2009-09-18 10:50:02+00:00,12
13,5,2009-11-17 13:07:38+00:00,12
13,3,2012-03-13 10:53:35+00:00,12
14,1,2009-09-21 12:13:43+00:00,13
14,3,2012-02-07 12:22:11+00:00,13
15,1,2009-09-22 12:22:05+00:00,14
15,2,2009-09-22 12:25:17+00:00,14
15,3,2012-05-24 08:57:49+00:00,14
16,1,2009-09-23 09:52:27+00:00,15
16,2,2010-01-04 08:00:17+00:00,15
16,1,2010-03-17 15:36:20+00:00,15
16,2,2010-11-09 11:35:55+00:00,15
16,1,2010-11-09 13:20:48+00:00,15
16,1,2012-03-30 06:00:47+00:00,16
16,2,2012-03-30 06:05:44+00:00,17
16,1,2012-04-19 08:01:14+00:00,18
16,3,2012-04-19 08:01:38+00:00,18
17,1,2009-10-14 16:12:54+00:00,2
17,4,2009-12-02 13:24:37+00:00,2
17,1,2011-09-01 22:22:08+00:00,2
17,1,2012-02-01 08:46:54+00:00,2
17,3,2012-02-01 08:46:57+00:00,2
18,4,2009-10-26 13:47:10+00:00,19
18,5,2009-10-27 08:57:26+00:00,19
18,0,2010-03-02 12:44:22+00:00,19
18,1,2010-03-02 12:46:10+00:00,20
18,4,2010-03-02 12:46:18+00:00,20
18,2,2011-04-11 07:10:20+00:00,21
18,2,2011-04-11 07:11:48+00:00,20
18,4,2011-11-28 07:21:27+00:00,20
18,1,2012-03-30 08:53:50+00:00,20
18,3,2012-03-30 08:53:53+00:00,20
19,1,2009-10-27 08:42:40+00:00,19
19,4,2009-10-27 08:42:49+00:00,19
19,0,2010-03-02 12:43:43+00:00,19
19,1,2010-03-02 12:44:26+00:00,22
19,1,2010-03-03 07:04:11+00:00,20
19,4,2010-06-13 20:32:03+00:00,20
19,2,2011-04-11 07:12:04+00:00,21
19,4,2011-11-23 10:55:39+00:00,21
19,3,2012-01-19 07:55:41+00:00,21
20,1,2009-10-30 12:49:04+00:00,19
20,2,2009-10-30 12:57:13+00:00,19
20,0,2010-03-02 12:43:50+00:00,19
20,1,2010-03-02 12:45:25+00:00,20
20,4,2010-03-02 12:45:37+00:00,20
20,3,2012-03-30 08:54:30+00:00,20
21,1,2009-11-04 07:07:28+00:00,23
21,1,2010-03-03 14:51:55+00:00,23
21,2,2010-03-03 14:52:18+00:00,24
21,2,2010-05-24 15:04:58+00:00,24
21,2,2010-08-09 10:39:59+00:00,19
21,1,2012-04-02 08:18:59+00:00,20
21,3,2012-04-02 08:19:30+00:00,20
22,0,2009-11-09 15:38:14+00:00,25
22,1,2009-11-24 08:41:50+00:00,25
22,4,2010-09-10 08:45:16+00:00,25
22,1,2011-03-28 09:52:46+00:00,25
22,4,2012-01-04 14:53:26+00:00,25
22,3,2012-04-13 11:41:36+00:00,25
23,1,2009-11-12 12:41:27+00:00,26
23,1,2010-09-17 08:33:52+00:00,26
23,0,2010-11-12 18:22:19+00:00,27
23,2,2010-11-23 14:10:22+00:00,28
23,2,2011-01-07 13:55:04+00:00,29
23,4,2011-01-11 16:13:42+00:00,29
23,1,2011-05-19 13:45:16+00:00,30
23,0,2011-05-19 13:49:04+00:00,31
23,1,2011-08-25 13:24:01+00:00,31
23,0,2011-08-25 13:24:43+00:00,32
23,2,2011-08-25 13:25:33+00:00,26
23,1,2011-10-26 15:07:30+00:00,26
23,3,2012-03-30 09:45:20+00:00,26
24,1,2009-11-24 08:44:43+00:00,33
24,0,2009-11-30 09:45:01+00:00,33
24,1,2010-03-14 12:40:26+00:00,33
24,5,2010-03-14 12:40:36+00:00,33
24,3,2012-01-18 13:26:41+00:00,33
25,5,2009-12-04 11:10:14+00:00,34
25,2,2010-11-29 10:52:49+00:00,34
25,1,2012-04-14 15:22:00+00:00,34
25,3,2012-04-14 15:22:21+00:00,34
26,1,2009-12-14 13:29:17+00:00,35
26,1,2012-01-10 08:32:43+00:00,35
26,3,2012-01-10 08:33:57+00:00,35
27,1,2009-12-16 11:59:24+00:00,0
27,1,2012-03-15 11:21:25+00:00,0
27,3,2012-03-15 11:21:47+00:00,0
28,1,2009-12-16 19:47:26+00:00,36
28,1,2012-03-14 12:04:51+00:00,36
28,3,2012-03-14 12:07:29+00:00,36
29,1,2009-12-22 08:09:31+00:00,37
29,5,2009-12-22 08:25:22+00:00,37
29,3,2012-02-01 11:38:06+00:00,37
30,4,2009-12-22 09:56:03+00:00,37
30,1,2012-02-01 11:39:50+00:00,37
30,3,2012-02-01 11:40:25+00:00,37
31,1,2010-01-05 15:42:20+00:00,38
31,3,2012-03-20 15:14:00+00:00,38
32,1,2010-01-14 09:34:54+00:00,1
32,4,2010-01-27 09:43:29+00:00,1
32,2,2010-02-03 09:20:05+00:00,1
32,4,2010-02-22 07:33:08+00:00,1
32,1,2011-09-01 22:17:47+00:00,1
32,1,2012-02-01 09:24:17+00:00,2
32,3,2012-02-01 09:24:59+00:00,2
33,1,2010-01-14 14:02:21+00:00,39
33,0,2010-01-15 14:10:22+00:00,39
33,0,2011-09-23 13:06:05+00:00,39
33,1,2012-02-08 07:11:21+00:00,39
33,3,2012-02-08 07:14:29+00:00,39
34,1,2010-01-21 15:42:26+00:00,40
34,1,2012-04-11 14:38:17+00:00,40
34,3,2012-04-11 14:39:02+00:00,40
35,1,2010-01-25 06:44:36+00:00,41
35,2,2011-12-16 09:26:27+00:00,41
35,4,2012-03-30 11:09:18+00:00,41
35,3,2012-03-30 11:24:18+00:00,41
36,1,2010-01-25 08:19:08+00:00,23
36,2,2010-02-08 10:41:12+00:00,23
36,1,2010-03-03 14:54:09+00:00,23
36,2,2010-03-03 14:54:25+00:00,42
36,1,2012-03-28 12:39:46+00:00,42
36,3,2012-03-28 12:39:49+00:00,42
37,1,2010-01-27 12:58:09+00:00,43
37,3,2012-02-29 11:20:13+00:00,43
38,1,2010-02-02 14:50:20+00:00,40
38,1,2012-04-11 14:39:33+00:00,40
38,3,2012-04-11 14:40:09+00:00,40
39,1,2010-02-03 08:34:32+00:00,44
39,0,2010-02-03 08:45:18+00:00,44
39,1,2010-02-03 09:40:51+00:00,44
39,2,2010-02-03 09:40:58+00:00,44
39,1,2011-12-20 21:25:19+00:00,44
39,3,2012-01-03 12:13:02+00:00,44
40,1,2010-02-05 09:00:12+00:00,2
40,1,2012-02-23 13:34:50+00:00,2
40,3,2012-02-23 13:37:00+00:00,2
41,0,2010-02-12 13:00:54+00:00,45
41,1,2010-02-12 13:01:08+00:00,45
41,0,2010-10-28 17:15:39+00:00,45
41,1,2010-10-29 15:11:03+00:00,46
41,3,2012-04-04 13:41:41+00:00,46
42,1,2010-02-15 06:41:51+00:00,47
42,1,2010-02-15 06:48:52+00:00,47
42,2,2010-02-15 11:10:30+00:00,47
42,1,2011-12-28 14:05:47+00:00,48
42,3,2012-01-30 11:29:51+00:00,48
43,1,2010-02-15 08:33:11+00:00,49
43,4,2010-02-15 08:34:41+00:00,49
43,1,2010-03-02 12:59:28+00:00,49
43,0,2010-03-02 13:01:04+00:00,19
43,1,2010-03-02 13:07:11+00:00,19
43,2,2010-03-02 13:07:48+00:00,44
43,4,2010-03-02 13:11:18+00:00,44
43,2,2011-04-11 06:48:47+00:00,20
43,2,2011-04-11 07:08:44+00:00,21
43,4,2011-11-23 10:55:49+00:00,21
43,3,2012-01-19 07:56:20+00:00,21
44,4,2010-02-16 10:03:41+00:00,1
44,1,2011-09-01 22:16:31+00:00,1
44,1,2012-01-20 07:40:03+00:00,2
44,3,2012-01-20 07:40:20+00:00,2
45,4,2010-02-16 10:04:37+00:00,1
45,1,2011-09-01 22:16:15+00:00,1
45,1,2012-02-01 09:16:03+00:00,2
45,3,2012-02-01 09:16:53+00:00,2
46,1,2010-02-23 12:10:59+00:00,19
46,4,2010-02-23 12:13:19+00:00,19
46,0,2010-03-02 12:44:01+00:00,19
46,1,2010-03-02 12:46:47+00:00,20
46,4,2010-03-02 12:46:58+00:00,20
46,2,2011-11-28 07:20:33+00:00,21
46,4,2011-11-28 07:20:57+00:00,21
46,3,2012-01-19 07:59:01+00:00,21
47,1,2010-02-26 12:39:44+00:00,47
